### MIGRATION_HEAD
20260418000000_add_adaptive_router_tables
### MIGRATION_COUNT
119
### COLUMNS -- table|column|type|nullable|default
DailyTagSpend|individual_request_tag|text|YES|
DailyTagSpend|log_count|bigint|YES|
DailyTagSpend|spend_date|date|YES|
DailyTagSpend|total_spend|double precision|YES|
Last30dKeysBySpend|api_key|text|YES|
Last30dKeysBySpend|key_alias|text|YES|
Last30dKeysBySpend|key_name|text|YES|
Last30dKeysBySpend|total_spend|double precision|YES|
Last30dModelsBySpend|model|text|YES|
Last30dModelsBySpend|total_spend|double precision|YES|
Last30dTopEndUsersSpend|end_user|text|YES|
Last30dTopEndUsersSpend|total_events|bigint|YES|
Last30dTopEndUsersSpend|total_spend|double precision|YES|
LiteLLM_AccessGroupTable|access_agent_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AccessGroupTable|access_group_id|text|NO|
LiteLLM_AccessGroupTable|access_group_name|text|NO|
LiteLLM_AccessGroupTable|access_mcp_server_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AccessGroupTable|access_model_names|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AccessGroupTable|assigned_key_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AccessGroupTable|assigned_team_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AccessGroupTable|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AccessGroupTable|created_by|text|YES|
LiteLLM_AccessGroupTable|description|text|YES|
LiteLLM_AccessGroupTable|updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AccessGroupTable|updated_by|text|YES|
LiteLLM_AdaptiveRouterSession|classified_type|text|NO|
LiteLLM_AdaptiveRouterSession|clean_credit_awarded|boolean|NO|false
LiteLLM_AdaptiveRouterSession|disengagement_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|exhaustion_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|failure_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|last_activity_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AdaptiveRouterSession|last_assistant_content|text|YES|
LiteLLM_AdaptiveRouterSession|last_processed_turn|integer|NO|'-1'::integer
LiteLLM_AdaptiveRouterSession|last_user_content|text|YES|
LiteLLM_AdaptiveRouterSession|loop_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|misalignment_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|model_name|text|NO|
LiteLLM_AdaptiveRouterSession|pending_tool_calls|jsonb|NO|'{}'::jsonb
LiteLLM_AdaptiveRouterSession|router_name|text|NO|
LiteLLM_AdaptiveRouterSession|satisfaction_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|session_id|text|NO|
LiteLLM_AdaptiveRouterSession|stagnation_count|integer|NO|0
LiteLLM_AdaptiveRouterSession|terminal_status|integer|YES|
LiteLLM_AdaptiveRouterSession|tool_call_history|jsonb|NO|'[]'::jsonb
LiteLLM_AdaptiveRouterSession|turn_count|integer|NO|0
LiteLLM_AdaptiveRouterState|alpha|double precision|NO|
LiteLLM_AdaptiveRouterState|beta|double precision|NO|
LiteLLM_AdaptiveRouterState|last_updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AdaptiveRouterState|model_name|text|NO|
LiteLLM_AdaptiveRouterState|request_type|text|NO|
LiteLLM_AdaptiveRouterState|router_name|text|NO|
LiteLLM_AdaptiveRouterState|total_samples|integer|NO|0
LiteLLM_AgentsTable|agent_access_groups|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AgentsTable|agent_card_params|jsonb|NO|
LiteLLM_AgentsTable|agent_id|text|NO|
LiteLLM_AgentsTable|agent_name|text|NO|
LiteLLM_AgentsTable|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AgentsTable|created_by|text|NO|
LiteLLM_AgentsTable|extra_headers|ARRAY|YES|ARRAY[]::text[]
LiteLLM_AgentsTable|litellm_params|jsonb|YES|
LiteLLM_AgentsTable|object_permission_id|text|YES|
LiteLLM_AgentsTable|rpm_limit|integer|YES|
LiteLLM_AgentsTable|session_rpm_limit|integer|YES|
LiteLLM_AgentsTable|session_tpm_limit|integer|YES|
LiteLLM_AgentsTable|spend|double precision|NO|0.0
LiteLLM_AgentsTable|static_headers|jsonb|YES|'{}'::jsonb
LiteLLM_AgentsTable|tpm_limit|integer|YES|
LiteLLM_AgentsTable|updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AgentsTable|updated_by|text|NO|
LiteLLM_AuditLog|action|text|NO|
LiteLLM_AuditLog|before_value|jsonb|YES|
LiteLLM_AuditLog|changed_by|text|NO|''::text
LiteLLM_AuditLog|changed_by_api_key|text|NO|''::text
LiteLLM_AuditLog|id|text|NO|
LiteLLM_AuditLog|object_id|text|NO|
LiteLLM_AuditLog|table_name|text|NO|
LiteLLM_AuditLog|updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_AuditLog|updated_values|jsonb|YES|
LiteLLM_BudgetTable|allowed_models|ARRAY|YES|ARRAY[]::text[]
LiteLLM_BudgetTable|budget_duration|text|YES|
LiteLLM_BudgetTable|budget_id|text|NO|
LiteLLM_BudgetTable|budget_reset_at|timestamp without time zone|YES|
LiteLLM_BudgetTable|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_BudgetTable|created_by|text|NO|
LiteLLM_BudgetTable|max_budget|double precision|YES|
LiteLLM_BudgetTable|max_parallel_requests|integer|YES|
LiteLLM_BudgetTable|model_max_budget|jsonb|YES|
LiteLLM_BudgetTable|rpm_limit|bigint|YES|
LiteLLM_BudgetTable|soft_budget|double precision|YES|
LiteLLM_BudgetTable|tpm_limit|bigint|YES|
LiteLLM_BudgetTable|updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_BudgetTable|updated_by|text|NO|
LiteLLM_CacheConfig|cache_settings|jsonb|NO|
LiteLLM_CacheConfig|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_CacheConfig|id|text|NO|'cache_config'::text
LiteLLM_CacheConfig|updated_at|timestamp without time zone|NO|
LiteLLM_ClaudeCodePluginTable|created_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_ClaudeCodePluginTable|created_by|text|YES|
LiteLLM_ClaudeCodePluginTable|description|text|YES|
LiteLLM_ClaudeCodePluginTable|enabled|boolean|NO|true
LiteLLM_ClaudeCodePluginTable|files_json|text|YES|'{}'::text
LiteLLM_ClaudeCodePluginTable|id|text|NO|
LiteLLM_ClaudeCodePluginTable|manifest_json|text|YES|
LiteLLM_ClaudeCodePluginTable|name|text|NO|
LiteLLM_ClaudeCodePluginTable|updated_at|timestamp without time zone|YES|CURRENT_TIMESTAMP
LiteLLM_ClaudeCodePluginTable|version|text|YES|
LiteLLM_Config|param_name|text|NO|
LiteLLM_Config|param_value|jsonb|YES|
LiteLLM_ConfigOverrides|config_type|text|NO|
LiteLLM_ConfigOverrides|config_value|jsonb|NO|
LiteLLM_ConfigOverrides|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_ConfigOverrides|updated_at|timestamp without time zone|NO|
LiteLLM_CredentialsTable|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_CredentialsTable|created_by|text|NO|
LiteLLM_CredentialsTable|credential_id|text|NO|
LiteLLM_CredentialsTable|credential_info|jsonb|YES|
LiteLLM_CredentialsTable|credential_name|text|NO|
LiteLLM_CredentialsTable|credential_values|jsonb|NO|
LiteLLM_CredentialsTable|updated_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_CredentialsTable|updated_by|text|NO|
LiteLLM_CronJob|cronjob_id|text|NO|
LiteLLM_CronJob|last_updated|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_CronJob|pod_id|text|NO|
LiteLLM_CronJob|status|USER-DEFINED|NO|'INACTIVE'::"JobStatus"
LiteLLM_CronJob|ttl|timestamp without time zone|NO|
LiteLLM_DailyAgentSpend|agent_id|text|YES|
LiteLLM_DailyAgentSpend|api_key|text|NO|
LiteLLM_DailyAgentSpend|api_requests|bigint|NO|0
LiteLLM_DailyAgentSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyAgentSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyAgentSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyAgentSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyAgentSpend|custom_llm_provider|text|YES|
LiteLLM_DailyAgentSpend|date|text|NO|
LiteLLM_DailyAgentSpend|endpoint|text|YES|
LiteLLM_DailyAgentSpend|failed_requests|bigint|NO|0
LiteLLM_DailyAgentSpend|id|text|NO|
LiteLLM_DailyAgentSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyAgentSpend|model|text|YES|
LiteLLM_DailyAgentSpend|model_group|text|YES|
LiteLLM_DailyAgentSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyAgentSpend|spend|double precision|NO|0.0
LiteLLM_DailyAgentSpend|successful_requests|bigint|NO|0
LiteLLM_DailyAgentSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyEndUserSpend|api_key|text|NO|
LiteLLM_DailyEndUserSpend|api_requests|bigint|NO|0
LiteLLM_DailyEndUserSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyEndUserSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyEndUserSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyEndUserSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyEndUserSpend|custom_llm_provider|text|YES|
LiteLLM_DailyEndUserSpend|date|text|NO|
LiteLLM_DailyEndUserSpend|end_user_id|text|YES|
LiteLLM_DailyEndUserSpend|endpoint|text|YES|
LiteLLM_DailyEndUserSpend|failed_requests|bigint|NO|0
LiteLLM_DailyEndUserSpend|id|text|NO|
LiteLLM_DailyEndUserSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyEndUserSpend|model|text|YES|
LiteLLM_DailyEndUserSpend|model_group|text|YES|
LiteLLM_DailyEndUserSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyEndUserSpend|spend|double precision|NO|0.0
LiteLLM_DailyEndUserSpend|successful_requests|bigint|NO|0
LiteLLM_DailyEndUserSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyGuardrailMetrics|avg_latency_ms|double precision|YES|
LiteLLM_DailyGuardrailMetrics|avg_score|double precision|YES|
LiteLLM_DailyGuardrailMetrics|blocked_count|bigint|NO|0
LiteLLM_DailyGuardrailMetrics|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyGuardrailMetrics|date|text|NO|
LiteLLM_DailyGuardrailMetrics|flagged_count|bigint|NO|0
LiteLLM_DailyGuardrailMetrics|guardrail_id|text|NO|
LiteLLM_DailyGuardrailMetrics|passed_count|bigint|NO|0
LiteLLM_DailyGuardrailMetrics|requests_evaluated|bigint|NO|0
LiteLLM_DailyGuardrailMetrics|updated_at|timestamp without time zone|NO|
LiteLLM_DailyOrganizationSpend|api_key|text|NO|
LiteLLM_DailyOrganizationSpend|api_requests|bigint|NO|0
LiteLLM_DailyOrganizationSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyOrganizationSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyOrganizationSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyOrganizationSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyOrganizationSpend|custom_llm_provider|text|YES|
LiteLLM_DailyOrganizationSpend|date|text|NO|
LiteLLM_DailyOrganizationSpend|endpoint|text|YES|
LiteLLM_DailyOrganizationSpend|failed_requests|bigint|NO|0
LiteLLM_DailyOrganizationSpend|id|text|NO|
LiteLLM_DailyOrganizationSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyOrganizationSpend|model|text|YES|
LiteLLM_DailyOrganizationSpend|model_group|text|YES|
LiteLLM_DailyOrganizationSpend|organization_id|text|YES|
LiteLLM_DailyOrganizationSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyOrganizationSpend|spend|double precision|NO|0.0
LiteLLM_DailyOrganizationSpend|successful_requests|bigint|NO|0
LiteLLM_DailyOrganizationSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyPolicyMetrics|avg_latency_ms|double precision|YES|
LiteLLM_DailyPolicyMetrics|avg_score|double precision|YES|
LiteLLM_DailyPolicyMetrics|blocked_count|bigint|NO|0
LiteLLM_DailyPolicyMetrics|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyPolicyMetrics|date|text|NO|
LiteLLM_DailyPolicyMetrics|flagged_count|bigint|NO|0
LiteLLM_DailyPolicyMetrics|passed_count|bigint|NO|0
LiteLLM_DailyPolicyMetrics|policy_id|text|NO|
LiteLLM_DailyPolicyMetrics|requests_evaluated|bigint|NO|0
LiteLLM_DailyPolicyMetrics|updated_at|timestamp without time zone|NO|
LiteLLM_DailyTagSpend|api_key|text|NO|
LiteLLM_DailyTagSpend|api_requests|bigint|NO|0
LiteLLM_DailyTagSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyTagSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyTagSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyTagSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyTagSpend|custom_llm_provider|text|YES|
LiteLLM_DailyTagSpend|date|text|NO|
LiteLLM_DailyTagSpend|endpoint|text|YES|
LiteLLM_DailyTagSpend|failed_requests|bigint|NO|0
LiteLLM_DailyTagSpend|id|text|NO|
LiteLLM_DailyTagSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyTagSpend|model|text|YES|
LiteLLM_DailyTagSpend|model_group|text|YES|
LiteLLM_DailyTagSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyTagSpend|request_id|text|YES|
LiteLLM_DailyTagSpend|spend|double precision|NO|0.0
LiteLLM_DailyTagSpend|successful_requests|bigint|NO|0
LiteLLM_DailyTagSpend|tag|text|YES|
LiteLLM_DailyTagSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyTeamSpend|api_key|text|NO|
LiteLLM_DailyTeamSpend|api_requests|bigint|NO|0
LiteLLM_DailyTeamSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyTeamSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyTeamSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyTeamSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyTeamSpend|custom_llm_provider|text|YES|
LiteLLM_DailyTeamSpend|date|text|NO|
LiteLLM_DailyTeamSpend|endpoint|text|YES|
LiteLLM_DailyTeamSpend|failed_requests|bigint|NO|0
LiteLLM_DailyTeamSpend|id|text|NO|
LiteLLM_DailyTeamSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyTeamSpend|model|text|YES|
LiteLLM_DailyTeamSpend|model_group|text|YES|
LiteLLM_DailyTeamSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyTeamSpend|spend|double precision|NO|0.0
LiteLLM_DailyTeamSpend|successful_requests|bigint|NO|0
LiteLLM_DailyTeamSpend|team_id|text|YES|
LiteLLM_DailyTeamSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyUserSpend|api_key|text|NO|
LiteLLM_DailyUserSpend|api_requests|bigint|NO|0
LiteLLM_DailyUserSpend|cache_creation_input_tokens|bigint|NO|0
LiteLLM_DailyUserSpend|cache_read_input_tokens|bigint|NO|0
LiteLLM_DailyUserSpend|completion_tokens|bigint|NO|0
LiteLLM_DailyUserSpend|created_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DailyUserSpend|custom_llm_provider|text|YES|
LiteLLM_DailyUserSpend|date|text|NO|
LiteLLM_DailyUserSpend|endpoint|text|YES|
LiteLLM_DailyUserSpend|failed_requests|bigint|NO|0
LiteLLM_DailyUserSpend|id|text|NO|
LiteLLM_DailyUserSpend|mcp_namespaced_tool_name|text|YES|
LiteLLM_DailyUserSpend|model|text|YES|
LiteLLM_DailyUserSpend|model_group|text|YES|
LiteLLM_DailyUserSpend|prompt_tokens|bigint|NO|0
LiteLLM_DailyUserSpend|spend|double precision|NO|0.0
LiteLLM_DailyUserSpend|successful_requests|bigint|NO|0
LiteLLM_DailyUserSpend|updated_at|timestamp without time zone|NO|
LiteLLM_DailyUserSpend|user_id|text|YES|
LiteLLM_DeletedTeamTable|access_group_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedTeamTable|admins|ARRAY|YES|
LiteLLM_DeletedTeamTable|allow_team_guardrail_config|boolean|NO|false
LiteLLM_DeletedTeamTable|blocked|boolean|NO|false
LiteLLM_DeletedTeamTable|budget_duration|text|YES|
LiteLLM_DeletedTeamTable|budget_reset_at|timestamp without time zone|YES|
LiteLLM_DeletedTeamTable|created_at|timestamp without time zone|YES|
LiteLLM_DeletedTeamTable|deleted_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DeletedTeamTable|deleted_by|text|YES|
LiteLLM_DeletedTeamTable|deleted_by_api_key|text|YES|
LiteLLM_DeletedTeamTable|id|text|NO|
LiteLLM_DeletedTeamTable|litellm_changed_by|text|YES|
LiteLLM_DeletedTeamTable|max_budget|double precision|YES|
LiteLLM_DeletedTeamTable|max_parallel_requests|integer|YES|
LiteLLM_DeletedTeamTable|members|ARRAY|YES|
LiteLLM_DeletedTeamTable|members_with_roles|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedTeamTable|metadata|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedTeamTable|model_id|integer|YES|
LiteLLM_DeletedTeamTable|model_max_budget|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedTeamTable|model_spend|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedTeamTable|models|ARRAY|YES|
LiteLLM_DeletedTeamTable|object_permission_id|text|YES|
LiteLLM_DeletedTeamTable|organization_id|text|YES|
LiteLLM_DeletedTeamTable|policies|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedTeamTable|router_settings|jsonb|YES|'{}'::jsonb
LiteLLM_DeletedTeamTable|rpm_limit|bigint|YES|
LiteLLM_DeletedTeamTable|soft_budget|double precision|YES|
LiteLLM_DeletedTeamTable|spend|double precision|NO|0.0
LiteLLM_DeletedTeamTable|team_alias|text|YES|
LiteLLM_DeletedTeamTable|team_id|text|NO|
LiteLLM_DeletedTeamTable|team_member_permissions|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedTeamTable|tpm_limit|bigint|YES|
LiteLLM_DeletedTeamTable|updated_at|timestamp without time zone|YES|
LiteLLM_DeletedVerificationToken|access_group_ids|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedVerificationToken|agent_id|text|YES|
LiteLLM_DeletedVerificationToken|aliases|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedVerificationToken|allowed_cache_controls|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedVerificationToken|allowed_routes|ARRAY|YES|ARRAY[]::text[]
LiteLLM_DeletedVerificationToken|auto_rotate|boolean|YES|false
LiteLLM_DeletedVerificationToken|blocked|boolean|YES|
LiteLLM_DeletedVerificationToken|budget_duration|text|YES|
LiteLLM_DeletedVerificationToken|budget_id|text|YES|
LiteLLM_DeletedVerificationToken|budget_reset_at|timestamp without time zone|YES|
LiteLLM_DeletedVerificationToken|config|jsonb|NO|'{}'::jsonb
LiteLLM_DeletedVerificationToken|created_at|timestamp without time zone|YES|
LiteLLM_DeletedVerificationToken|created_by|text|YES|
LiteLLM_DeletedVerificationToken|deleted_at|timestamp without time zone|NO|CURRENT_TIMESTAMP
LiteLLM_DeletedVerificationToken|deleted_by|text|YES|
LiteLLM_DeletedVerificationToken|deleted_by_api_key|text|YES|
LiteLLM_DeletedVerificationToken|expires|timestamp without time zone|YES|
LiteLLM_DeletedVerificationToken|id|text|NO|
